Timestamp,Winner Name,Loser Name,Result,Punishment Pack,Pack Generated,Notes,Punishment Pack - must be ONE for Compleated players,,Punishment Pack choice?
3/24/2023 21:02:49,Pierre-Marc D - pmduguay#67919,Ryan D - TheSlickness#10857,2-0,,1,,ONE,,
3/24/2023 21:37:36,Pierre-Marc D - pmduguay#67919,Aaron H - UlamogOurSaviour#56444,2-1,,1,,ONE,,
3/24/2023 22:56:44,Justin P - Code Pigeon#84057,Ryan D - TheSlickness#10857,2-0,,1,,VOW,,
3/24/2023 22:59:46,Trevor F - treskies#75643,Mitchel S - SpaghettiMitch#18619,2-1,,1,,ONE,,
3/24/2023 23:33:05,Adam S - Wizma#29010,Aaron H - UlamogOurSaviour#56444,2-1,,1,Sorry! 3 non games! See you next League!,ONE,,
3/24/2023 23:51:49,Justin P - Code Pigeon#84057,Rafael F - Prudent#24319,2-0,,1,,ONE,,
3/25/2023 1:08:52,Damian S - ButCrackMagic#71223,Rafael F - Prudent#24319,2-0,,1,,ONE,,
3/25/2023 2:21:42,Jesse R - Zephaer#38941,Rafael F - Prudent#24319,2-1,,1,,ONE,,
3/25/2023 11:35:47,Rafael F - Prudent#24319,Chris R - Sinkwater#27508,2-0,,1,,ONE,,
3/25/2023 12:44:30,Cody-Rayce MG - Rayce#56572,Serge T - Sergyboy514#39979,2-1,,1,ggs wp,MID,,
3/25/2023 13:57:34,Jesse R - Zephaer#38941,Chris R - Sinkwater#27508,2-0,,1,,ONE,,
3/25/2023 16:28:04,Trevor F - treskies#75643,Damian S - ButCrackMagic#71223,2-1,,1,,ONE,,
3/25/2023 17:43:56,Cody-Rayce MG - Rayce#56572,Eric S - Smitte#94855,2-0,,1,ggs buddy!,MID,,
3/25/2023 20:48:24,Pierre-Marc D - pmduguay#67919,Damian S - ButCrackMagic#71223,2-0,,1,,ONE,,
3/25/2023 23:01:39,Trevor F - treskies#75643,Rafael F - Prudent#24319,2-1,,1,,ONE,,
3/26/2023 0:42:15,Justin P - Code Pigeon#84057,Jordan M - JMTron#46639,2-0,,1,,ONE,,
3/26/2023 14:00:44,Jordan M - JMTron#46639,Pierre-Marc D - pmduguay#67919,2-0,,1,,VOW,,
3/26/2023 14:20:30,Jesse R - Zephaer#38941,Pierre-Marc D - pmduguay#67919,2-0,,1,,ONE,,
3/26/2023 14:58:00,Jordan M - JMTron#46639,Adam S - Wizma#29010,2-0,,1,,ONE,,
3/26/2023 23:11:09,Jordan M - JMTron#46639,Ryan D - TheSlickness#10857,2-1,,1,,ONE,,
3/27/2023 14:56:06,Justin P - Code Pigeon#84057,Jesse R - Zephaer#38941,2-1,,1,,ONE,,
3/27/2023 22:31:21,Ryan D - TheSlickness#10857,Damian S - ButCrackMagic#71223,2-0,,1,"Respect, tough spot to finish",ONE,,
3/29/2023 15:30:24,Jesse R - Zephaer#38941,Ryan D - TheSlickness#10857,2-1,,1,,ONE,,
